Site,Measure_Date,Target_Date,Max_Temp,Min_Temp
웨더뉴스,11월 15일,11월 19일,7,-2
웨더뉴스,11월 15일,11월 20일,11,1
웨더뉴스,11월 15일,11월 21일,9,1
웨더뉴스,11월 15일,11월 22일,10,0
웨더뉴스,11월 15일,11월 23일,13,5
웨더뉴스,11월 15일,11월 24일,12,5
웨더뉴스,11월 15일,11월 25일,12,3
웨더뉴스,11월 15일,11월 26일,8,4
웨더뉴스,11월 15일,11월 27일,10,3
웨더뉴스,11월 16일,11월 16일,17,5
웨더뉴스,11월 16일,11월 17일,6,2
웨더뉴스,11월 16일,11월 18일,6,-3
웨더뉴스,11월 16일,11월 19일,7,-2
웨더뉴스,11월 16일,11월 20일,10,0
웨더뉴스,11월 16일,11월 21일,10,1
웨더뉴스,11월 16일,11월 22일,11,1
웨더뉴스,11월 16일,11월 23일,13,5
웨더뉴스,11월 16일,11월 24일,12,4
웨더뉴스,11월 16일,11월 25일,11,3
웨더뉴스,11월 16일,11월 26일,9,1
웨더뉴스,11월 16일,11월 27일,9,4
웨더뉴스,11월 16일,11월 28일,8,2
웨더뉴스,11월 17일,11월 17일,5,2
웨더뉴스,11월 17일,11월 18일,6,-3
웨더뉴스,11월 17일,11월 19일,8,-2
웨더뉴스,11월 17일,11월 20일,11,1
웨더뉴스,11월 17일,11월 21일,10,1
웨더뉴스,11월 17일,11월 22일,11,1
웨더뉴스,11월 17일,11월 23일,13,5
웨더뉴스,11월 17일,11월 24일,12,6
웨더뉴스,11월 17일,11월 25일,11,4
웨더뉴스,11월 17일,11월 26일,9,3
웨더뉴스,11월 17일,11월 27일,6,0
웨더뉴스,11월 17일,11월 28일,9,3
웨더뉴스,11월 18일,11월 18일,6,-3
웨더뉴스,11월 18일,11월 19일,8,-2
웨더뉴스,11월 18일,11월 20일,13,2
웨더뉴스,11월 18일,11월 21일,11,1
웨더뉴스,11월 18일,11월 22일,12,1
웨더뉴스,11월 18일,11월 23일,13,4
웨더뉴스,11월 18일,11월 24일,12,7
웨더뉴스,11월 18일,11월 25일,8,1
웨더뉴스,11월 18일,11월 26일,11,3
웨더뉴스,11월 18일,11월 27일,10,4
웨더뉴스,11월 18일,11월 28일,8,2
웨더뉴스,11월 18일,11월 29일,6,0
웨더뉴스,11월 18일,11월 30일,8,1
웨더뉴스,11월 19일,11월 19일,8,-2
웨더뉴스,11월 19일,11월 20일,14,2
웨더뉴스,11월 19일,11월 21일,12,0
웨더뉴스,11월 19일,11월 22일,13,3
웨더뉴스,11월 19일,11월 23일,14,5
웨더뉴스,11월 19일,11월 24일,13,7
웨더뉴스,11월 19일,11월 25일,8,1
웨더뉴스,11월 19일,11월 26일,11,2
웨더뉴스,11월 19일,11월 27일,9,5
웨더뉴스,11월 19일,11월 28일,6,0
웨더뉴스,11월 19일,11월 29일,7,0
웨더뉴스,11월 19일,11월 30일,3,-1
웨더뉴스,11월 20일,11월 20일,14,2
웨더뉴스,11월 20일,11월 21일,12,1
웨더뉴스,11월 20일,11월 22일,15,3
웨더뉴스,11월 20일,11월 23일,15,5
웨더뉴스,11월 20일,11월 24일,14,8
웨더뉴스,11월 20일,11월 25일,7,2
웨더뉴스,11월 20일,11월 26일,10,0
웨더뉴스,11월 20일,11월 27일,8,5
웨더뉴스,11월 20일,11월 28일,6,-1
웨더뉴스,11월 20일,11월 29일,7,0
웨더뉴스,11월 20일,11월 30일,6,-1
웨더뉴스,11월 20일,12월 01일,7,1
웨더뉴스,11월 20일,12월 02일,5,0
웨더뉴스,11월 21일,11월 21일,12,1
웨더뉴스,11월 21일,11월 22일,15,4
웨더뉴스,11월 21일,11월 23일,16,6
웨더뉴스,11월 21일,11월 24일,17,9
웨더뉴스,11월 21일,11월 25일,10,6
웨더뉴스,11월 21일,11월 26일,9,0
웨더뉴스,11월 21일,11월 27일,8,4
웨더뉴스,11월 21일,11월 28일,7,-1
웨더뉴스,11월 21일,11월 29일,7,1
웨더뉴스,11월 21일,11월 30일,7,0
웨더뉴스,11월 21일,12월 01일,8,1
웨더뉴스,11월 22일,11월 22일,15,4
웨더뉴스,11월 22일,11월 23일,16,7
웨더뉴스,11월 22일,11월 24일,16,10
웨더뉴스,11월 22일,11월 25일,11,6
웨더뉴스,11월 22일,11월 26일,10,0
웨더뉴스,11월 22일,11월 27일,9,4
웨더뉴스,11월 22일,11월 28일,9,0
웨더뉴스,11월 22일,11월 29일,8,2
웨더뉴스,11월 22일,11월 30일,7,0
웨더뉴스,11월 22일,12월 01일,7,-1
웨더뉴스,11월 22일,12월 02일,7,0
웨더뉴스,11월 22일,12월 03일,7,1
웨더뉴스,11월 23일,11월 23일,16,7
웨더뉴스,11월 23일,11월 24일,17,9
웨더뉴스,11월 23일,11월 25일,10,8
웨더뉴스,11월 23일,11월 26일,10,1
웨더뉴스,11월 23일,11월 27일,9,3
웨더뉴스,11월 23일,11월 28일,8,0
웨더뉴스,11월 23일,11월 29일,9,2
웨더뉴스,11월 23일,11월 30일,7,0
웨더뉴스,11월 23일,12월 01일,7,-1
웨더뉴스,11월 23일,12월 02일,7,0
웨더뉴스,11월 23일,12월 03일,7,0
웨더채널,11월 12일,11월 13일,17,1
웨더채널,11월 12일,11월 14일,14,0
웨더채널,11월 12일,11월 15일,16,3
웨더채널,11월 12일,11월 16일,17,1
웨더채널,11월 12일,11월 17일,6,-3
웨더채널,11월 12일,11월 18일,6,-4
웨더채널,11월 12일,11월 19일,9,2
웨더채널,11월 12일,11월 20일,14,1
웨더채널,11월 12일,11월 21일,12,1
웨더채널,11월 12일,11월 22일,11,0
웨더채널,11월 13일,11월 14일,14,0
웨더채널,11월 13일,11월 15일,16,3
웨더채널,11월 13일,11월 16일,17,1
웨더채널,11월 13일,11월 17일,5,-4
웨더채널,11월 13일,11월 18일,6,-3
웨더채널,11월 13일,11월 19일,9,1
웨더채널,11월 13일,11월 20일,13,2
웨더채널,11월 13일,11월 21일,12,0
웨더채널,11월 13일,11월 22일,11,1
웨더채널,11월 13일,11월 23일,13,3
웨더채널,11월 14일,11월 15일,16,3
웨더채널,11월 14일,11월 16일,17,1
웨더채널,11월 14일,11월 17일,6,-3
웨더채널,11월 14일,11월 18일,7,-4
웨더채널,11월 14일,11월 19일,8,0
웨더채널,11월 14일,11월 20일,13,1
웨더채널,11월 14일,11월 21일,10,-2
웨더채널,11월 14일,11월 22일,11,2
웨더채널,11월 14일,11월 23일,13,4
웨더채널,11월 14일,11월 24일,13,1
웨더채널,11월 14일,11월 25일,11,1
웨더채널,11월 14일,11월 26일,11,1
웨더채널,11월 14일,11월 27일,10,0
웨더채널,11월 14일,11월 28일,9,-1
웨더채널,11월 15일,11월 16일,18,1
웨더채널,11월 15일,11월 17일,6,-3
웨더채널,11월 15일,11월 18일,7,-3
웨더채널,11월 15일,11월 19일,8,-1
웨더채널,11월 15일,11월 20일,13,0
웨더채널,11월 15일,11월 21일,11,-3
웨더채널,11월 15일,11월 22일,11,0
웨더채널,11월 15일,11월 23일,18,5
웨더채널,11월 15일,11월 24일,18,2
웨더채널,11월 15일,11월 25일,11,1
웨더채널,11월 15일,11월 26일,10,0
웨더채널,11월 15일,11월 27일,10,1
웨더채널,11월 15일,11월 28일,11,1
웨더채널,11월 16일,11월 17일,6,-3
웨더채널,11월 16일,11월 18일,6,-5
웨더채널,11월 16일,11월 19일,8,-1
웨더채널,11월 16일,11월 20일,13,0
웨더채널,11월 16일,11월 21일,12,-2
웨더채널,11월 16일,11월 22일,11,0
웨더채널,11월 16일,11월 23일,14,5
웨더채널,11월 16일,11월 24일,14,-1
웨더채널,11월 16일,11월 25일,11,0
웨더채널,11월 16일,11월 26일,14,3
웨더채널,11월 16일,11월 27일,12,0
웨더채널,11월 16일,11월 28일,11,-1
웨더채널,11월 16일,11월 29일,10,-2
웨더채널,11월 16일,11월 30일,7,-3
웨더채널,11월 17일,11월 18일,6,-5
웨더채널,11월 17일,11월 19일,8,-1
웨더채널,11월 17일,11월 20일,14,-1
웨더채널,11월 17일,11월 21일,12,-2
웨더채널,11월 17일,11월 22일,13,2
웨더채널,11월 17일,11월 23일,15,6
웨더채널,11월 17일,11월 24일,13,0
웨더채널,11월 17일,11월 25일,10,-1
웨더채널,11월 17일,11월 26일,12,2
웨더채널,11월 17일,11월 27일,14,2
웨더채널,11월 17일,11월 28일,8,-2
웨더채널,11월 17일,11월 29일,7,-3
웨더채널,11월 17일,11월 30일,6,-3
웨더채널,11월 17일,12월 01일,7,-3
웨더채널,11월 18일,11월 19일,8,-1
웨더채널,11월 18일,11월 20일,14,-1
웨더채널,11월 18일,11월 21일,13,-1
웨더채널,11월 18일,11월 22일,14,3
웨더채널,11월 18일,11월 23일,15,7
웨더채널,11월 18일,11월 24일,14,0
웨더채널,11월 18일,11월 25일,7,-2
웨더채널,11월 18일,11월 26일,13,5
웨더채널,11월 18일,11월 27일,11,-1
웨더채널,11월 18일,11월 28일,8,-3
웨더채널,11월 18일,11월 29일,7,-2
웨더채널,11월 18일,11월 30일,8,-2
웨더채널,11월 19일,11월 20일,14,-1
웨더채널,11월 19일,11월 21일,13,1
웨더채널,11월 19일,11월 22일,15,4
웨더채널,11월 19일,11월 23일,15,7
웨더채널,11월 19일,11월 24일,16,2
웨더채널,11월 19일,11월 25일,7,-3
웨더채널,11월 19일,11월 26일,11,4
웨더채널,11월 19일,11월 27일,7,-3
웨더채널,11월 19일,11월 28일,8,-1
웨더채널,11월 19일,11월 29일,10,0
웨더채널,11월 19일,11월 30일,8,-3
웨더채널,11월 19일,12월 01일,7,-3
웨더채널,11월 19일,12월 02일,5,-5
웨더채널,11월 19일,12월 03일,5,-5
웨더채널,11월 20일,11월 21일,12,4
웨더채널,11월 20일,11월 22일,14,8
웨더채널,11월 20일,11월 23일,15,5
웨더채널,11월 20일,11월 24일,16,-3
웨더채널,11월 20일,11월 25일,7,1
웨더채널,11월 20일,11월 26일,9,-3
웨더채널,11월 20일,11월 27일,8,-1
웨더채널,11월 20일,11월 28일,7,-2
웨더채널,11월 20일,11월 29일,9,-5
웨더채널,11월 20일,11월 30일,5,-4
웨더채널,11월 20일,12월 01일,5,-3
웨더채널,11월 20일,12월 02일,7,-3
웨더채널,11월 20일,12월 03일,7,-4
웨더채널,11월 21일,11월 22일,15,4
웨더채널,11월 21일,11월 23일,15,9
웨더채널,11월 21일,11월 24일,17,6
웨더채널,11월 21일,11월 25일,8,-3
웨더채널,11월 21일,11월 26일,10,2
웨더채널,11월 21일,11월 27일,9,-2
웨더채널,11월 21일,11월 28일,7,-2
웨더채널,11월 21일,11월 29일,10,0
웨더채널,11월 21일,11월 30일,9,-3
웨더채널,11월 21일,12월 01일,5,-4
웨더채널,11월 21일,12월 02일,6,-3
웨더채널,11월 21일,12월 03일,7,-4
웨더채널,11월 22일,11월 23일,15,9
웨더채널,11월 22일,11월 24일,16,6
웨더채널,11월 22일,11월 25일,10,-1
웨더채널,11월 22일,11월 26일,10,2
웨더채널,11월 22일,11월 27일,9,-2
웨더채널,11월 22일,11월 28일,8,-1
웨더채널,11월 22일,11월 29일,12,1
웨더채널,11월 22일,11월 30일,11,-3
웨더채널,11월 22일,12월 01일,7,-4
웨더채널,11월 22일,12월 02일,7,-3
웨더채널,11월 22일,12월 03일,7,-4
웨더채널,11월 23일,11월 24일,16,6
웨더채널,11월 23일,11월 25일,9,-2
웨더채널,11월 23일,11월 26일,10,2
웨더채널,11월 23일,11월 27일,9,-2
웨더채널,11월 23일,11월 28일,8,-1
웨더채널,11월 23일,11월 29일,12,2
웨더채널,11월 23일,11월 30일,12,-1
웨더채널,11월 23일,12월 01일,8,-3
웨더채널,11월 23일,12월 02일,8,-2
웨더채널,11월 23일,12월 03일,8,-4
Target,11월 12일,11월 12일,18,6
Target,11월 13일,11월 13일,18,7
Target,11월 14일,11월 14일,15,5
Target,11월 15일,11월 15일,18,4
Target,11월 16일,11월 16일,19,6
Target,11월 17일,11월 17일,10,-1
Target,11월 18일,11월 18일,7,-2
Target,11월 19일,11월 19일,9,-2
Target,11월 20일,11월 20일,15,2
Target,11월 21일,11월 21일,13,1
Target,11월 22일,11월 22일,15,5
Target,11월 23일,11월 23일,14,7
Target,11월 24일,11월 24일,17,10
Target,11월 25일,11월 25일,10,5
Target,11월 26일,11월 26일,11,4
Target,11월 27일,11월 27일,9,3
Target,11월 28일,11월 28일,7,-1
Target,11월 29일,11월 29일,9,0
Target,11월 30일,11월 30일,16,9
Target,12월 01일,12월 01일,12,2
Target,12월 02일,12월 02일,3,-5
Target,12월 03일,12월 03일,-3,-8
